MEAN;MAX;MIN;RANGE;KURT;SKEW;ALSC;INSC;RMSC;condition
2,17621E+16;2,32391E+14;1,9474E+16;3,76511E+15;1,88402E+16;3,11969E+16;2,10019E+15;4,57004E+15;2,17629E+16;amusement
1,16576E+16;1,19492E+15;1,13922E+14;5,56946E+13;-1,07564E+16;3,2287E+15;2,10003E+16;2,4481E+16;1,16581E+16;amusement
2,10571E+15;2,22584E+16;1,9883E+16;2,37541E+16;-1,53507E+14;2,33356E+16;2,10015E+16;4,422E+16;2,10679E+15;stress
3,1172E+16;3,37219E+13;2,88391E+13;48828125;-1,08745E+16;1,65491E+16;2,10014E+16;6,54612E+15;3,11842E+13;amusement
6,63807E+15;6,87294E+16;6,27289E+14;6,00052E+15;-7,4437E+15;6,84439E+15;2,10006E+16;1,39399E+16;6,63834E+16;baseline
8,2268E+14;96435546875;6,36292E+13;3,28064E+13;3,31115E+16;1,18292E+15;2,10034E+15;1,72763E+16;8,22814E+15;baseline
7,7207E+15;9,05228E+15;4,89426E+15;4,15802E+14;3,92585E+15;8,89776E+15;2,10029E+16;1,62135E+16;7,72222E+15;baseline
7,90273E+15;8,27675E+15;7,51839E+15;7,58362E+13;-9,23063E+14;5,80492E+15;2,10004E+16;1,65957E+16;7,90407E+15;amusement
3,52805E+16;3,76282E+13;3,29437E+14;4,68445E+13;-5,25141E+15;3,18184E+15;2,10011E+16;7,4089E+15;3,52825E+15;stress
2,35172E+15;2,52647E+15;2,16866E+16;3,57819E+14;9,0815E+15;-3,68543E+15;2,10027E+16;4,93862E+15;2,35181E+16;baseline
2,25124E+15;2,51045E+16;1,89819E+12;6,12259E+15;-8,2296E+15;5,60702E+15;2,1002E+16;4,72761E+14;2,25241E+16;baseline
1,28496E+16;1,53275E+15;9,77707E+15;5,55038E+15;-1,18092E+16;3,0182E+16;2,10056E+16;2,69841E+16;1,28808E+15;baseline
1,12011E+16;1,16787E+16;1,09997E+16;6,79016E+13;1,62198E+14;3,5562E+16;2,10002E+16;2,35222E+15;1,12013E+16;baseline
9,72497E+15;1,1116E+15;7,40433E+15;3,7117E+15;2,47975E+15;3,1522E+16;2,10033E+16;2,04224E+16;9,72644E+15;baseline
1,21193E+16;1,4019E+16;8,19778E+15;5,82123E+14;1,36035E+16;-1,0404E+16;2,1006E+15;2,54506E+15;1,21287E+15;baseline
4,33247E+15;4,90761E+16;3,55873E+16;1,34888E+12;-9,36377E+15;-4,32652E+15;2,10016E+16;9,09818E+15;4,34407E+15;stress
2,80192E+16;2,9892E+14;2,46696E+16;5,22232E+15;1,26697E+16;1,22229E+16;2,10014E+14;5,88403E+15;2,80196E+14;baseline
1,04378E+16;1,19598E+14;9,15184E+15;2,808E+16;-1,49722E+16;1,09391E+16;2,10005E+16;2,19194E+16;1,04672E+16;stress
1,2568E+16;1,40266E+16;9,51385E+14;4,51279E+15;5,34901E+16;1,38802E+16;2,10054E+16;2,63928E+16;1,25692E+16;baseline
7,65395E+16;8,16689E+15;7,22275E+15;9,44138E+15;-8,11531E+13;-1,18202E+16;2,10006E+16;1,60733E+16;7,6557E+15;stress
2,33398E+14;2,48489E+15;2,10342E+15;3,8147E+12;1,51621E+16;7,21033E+15;2,10025E+16;4,90137E+15;2,33406E+16;baseline
1,30794E+16;1,4698E+16;1,05667E+15;4,13132E+15;1,09064E+15;6,45958E+15;2,10035E+16;2,74668E+16;1,30814E+16;baseline
6,03833E+15;6,2149E+14;5,82352E+15;3,91388E+14;3,4967E+15;7,67159E+15;2,10013E+15;1,26805E+16;6,03836E+15;baseline
9,68966E+15;1,10607E+16;9,12056E+15;1,94016E+15;1,65823E+16;1,37287E+16;2,10004E+15;2,03483E+15;9,69448E+15;stress
1,16928E+15;1,38664E+16;8,71277E+13;5,15366E+15;-4,7196E+15;3,03475E+15;2,10041E+16;2,4555E+15;1,17033E+16;baseline
7,37987E+15;7,56493E+16;7,06749E+16;4,97437E+12;-1,15766E+16;-2,07971E+16;2,10002E+15;1,54977E+16;7,38016E+15;stress
3,02892E+16;3,17917E+15;2,79503E+15;3,8414E+15;-5,61897E+15;6,44486E+14;2,10012E+15;6,36072E+15;3,02904E+14;amusement
2,84766E+16;3,00102E+16;2,65846E+16;3,4256E+14;-5,82355E+14;9,2342E+15;2,10023E+15;5,98008E+15;2,84777E+16;amusement
8,626E+15;1,01852E+15;6,15311E+15;4,03214E+15;2,32536E+15;5,32434E+16;2,10039E+16;1,81146E+15;8,62918E+15;baseline
9,72631E+15;1,11305E+16;8,24547E+15;2,88506E+16;-1,39258E+16;-2,34654E+15;2,10002E+16;2,04253E+16;9,7568E+14;stress
1,30604E+16;1,4698E+16;1,05667E+15;4,13132E+15;9,35496E+15;6,73707E+15;2,10035E+16;2,74269E+16;1,30626E+15;baseline
3,83191E+15;3,97301E+16;3,56941E+16;4,03595E+14;-1,30288E+16;-2,57488E+16;2,10015E+16;8,047E+15;3,83219E+15;baseline
3,05724E+15;3,26157E+15;2,79503E+15;4,66537E+15;7,15692E+15;7,24756E+15;2,10016E+15;6,4202E+15;3,05737E+16;amusement
6,56713E+15;6,72646E+16;6,24084E+13;4,85611E+15;3,33427E+15;5,363E+15;2,10006E+16;1,3791E+16;6,56718E+15;baseline
8,26864E+14;8,51173E+15;7,91473E+14;5,97E+15;-5,61429E+15;5,85629E+15;2,10002E+16;1,73641E+16;8,26885E+15;amusement
5,733E+15;5,85632E+13;5,37567E+14;4,80652E+13;6,0386E+15;-1,22796E+16;2,10006E+16;1,20393E+16;5,73318E+16;baseline
1,16628E+16;1,20075E+16;1,13922E+14;6,15311E+15;-7,4007E+15;5,22788E+15;2,10003E+15;2,44919E+14;1,16633E+16;amusement
1,78854E+15;1,99318E+16;1,42174E+16;5,71442E+14;-1,13926E+16;8,07936E+14;2,10032E+16;3,75593E+15;1,78987E+16;baseline
2,72331E+15;2,97928E+15;2,41051E+15;5,68771E+15;1,18762E+16;1,09571E+16;2,10015E+16;5,71895E+15;2,72433E+16;amusement
1,11778E+16;1,13277E+16;1,09829E+16;3,44849E+12;2,75253E+15;3,36514E+15;2,10003E+16;2,34735E+16;1,11779E+16;baseline
3,88311E+16;4,24194E+12;3,4481E+15;7,93839E+15;-1,25538E+16;-9,35956E+14;2,10011E+16;8,15452E+15;3,88551E+16;stress
2,63874E+15;2,81601E+15;2,38152E+16;4,34494E+15;-9,61976E+15;-3,25863E+15;2,10014E+16;5,54136E+15;2,63919E+16;amusement
7,50482E+15;8,01353E+15;6,89926E+15;1,11427E+16;-1,39211E+16;1,06311E+16;2,10007E+16;1,57601E+16;7,50936E+15;stress
2,36063E+16;2,73781E+16;1,69563E+16;1,04218E+14;1,538E+16;-1,16544E+16;2,10021E+16;4,95732E+16;2,36973E+16;baseline
6,34561E+15;6,53954E+16;6,04515E+16;4,94385E+11;1,32244E+16;7,88525E+15;2,10011E+16;1,33258E+16;6,34567E+15;amusement
7,3619E+15;8,16689E+15;6,71768E+15;1,4492E+16;-3,60981E+15;6,71422E+15;2,10006E+16;1,546E+16;7,36544E+16;stress
3,46648E+15;3,64227E+14;3,27492E+16;3,67355E+15;-6,4973E+15;-3,48762E+15;2,10011E+16;7,27961E+15;3,46664E+16;stress
1,71293E+16;1,92566E+13;1,37634E+13;54931640625;2,0236E+16;7,44577E+15;2,10023E+16;3,59716E+16;1,71387E+16;baseline
6,83253E+15;7,201E+16;6,31371E+16;8,87299E+14;-1,33445E+16;3,01465E+15;2,10007E+16;1,43483E+16;6,8343E+16;baseline
5,51825E+14;5,62019E+16;5,32722E+16;29296875;4,29624E+15;-7,00879E+15;2,10005E+15;1,15883E+16;5,5183E+15;baseline
1,76905E+16;1,98822E+14;1,43089E+16;5,57327E+15;-1,05698E+16;-1,19523E+15;2,10014E+15;3,715E+16;1,77002E+16;baseline
3,0199E+16;3,26157E+15;2,64702E+16;6,14548E+15;-1,06537E+15;2,9015E+15;2,10018E+16;6,34178E+15;3,0204E+16;amusement
5,68112E+15;5,95093E+12;5,37567E+14;5,75256E+13;-1,1493E+16;4,99145E+15;2,10005E+15;1,19304E+16;5,68179E+15;baseline
3,03672E+16;3,2341E+15;2,79503E+15;4,39072E+15;5,14075E+15;5,6883E+15;2,10012E+16;6,37712E+14;3,03687E+15;amusement
9,6738E+15;1,09367E+16;7,2937E+12;3,64304E+15;4,44701E+15;1,08262E+16;2,10036E+16;2,0315E+15;9,67485E+15;baseline
3,12546E+15;3,73726E+15;2,88391E+13;8,53348E+15;3,52763E+16;1,87318E+16;2,10014E+16;6,56347E+15;3,12842E+15;amusement
1,13696E+16;1,17111E+15;1,10947E+15;6,16455E+11;-7,07943E+15;5,27585E+15;2,10002E+16;2,38762E+15;1,13702E+16;baseline
1,98094E+16;3,40919E+16;1,1879E+15;2,2213E+15;-8,84806E+15;9,59186E+15;2,1007E+16;4,15997E+16;2,04672E+16;stress
1,14176E+16;1,17428E+16;1,11683E+16;5,74493E+14;-1,18356E+15;4,23546E+16;2,10002E+15;2,39769E+14;1,14183E+16;baseline
3,87103E+15;3,98369E+15;3,65295E+13;3,30734E+15;2,98244E+15;1,79378E+15;2,10013E+16;8,12916E+15;3,87107E+16;baseline
4,43594E+16;5,50842E+13;3,51639E+15;1,99203E+15;-1,30594E+15;-2,93714E+15;2,10022E+15;9,31548E+15;4,46E+15;stress
2,37993E+15;2,59819E+16;2,0916E+16;5,06592E+11;2,48494E+15;4,55684E+15;2,10026E+16;4,99786E+15;2,38016E+16;baseline
3,8676E+15;4,04243E+16;3,58543E+15;4,57001E+14;-1,986E+15;7,97819E+15;2,10013E+15;8,12196E+15;3,86779E+16;baseline
3,71681E+15;4,02946E+15;3,40271E+13;6,26755E+15;1,96878E+16;2,84792E+16;2,10017E+16;7,8053E+15;3,71691E+15;baseline
1,2556E+16;1,40457E+15;9,51385E+14;4,53186E+13;5,97397E+15;1,39328E+15;2,10049E+16;2,63676E+16;1,25572E+16;baseline
7,30939E+15;7,46803E+16;7,04041E+13;4,27628E+15;-1,06775E+16;3,00404E+15;2,10003E+16;1,53497E+16;7,30951E+14;stress
5,81328E+15;7,9071E+13;3,52287E+16;4,38423E+16;-1,73299E+15;-3,26931E+16;2,10011E+15;1,22079E+16;6,02173E+15;baseline
1,15549E+15;1,22177E+15;1,09997E+16;1,21803E+16;-1,63686E+15;3,6595E+15;2,10003E+15;2,42652E+16;1,15612E+16;baseline
9,70534E+15;1,11237E+14;7,88498E+15;3,23868E+15;3,83438E+16;1,02023E+16;2,10037E+16;2,03812E+15;9,70643E+15;baseline
2,10093E+15;2,73781E+16;1,53503E+13;1,20277E+16;-1,59052E+16;1,11643E+16;2,1002E+16;4,41194E+16;2,12389E+16;baseline
6,81625E+15;7,18575E+16;6,31371E+16;8,7204E+14;-1,29284E+16;3,55969E+15;2,10007E+16;1,43141E+16;6,81793E+15;baseline
3,83358E+16;3,97301E+16;3,56941E+16;4,03595E+14;-1,218E+16;-3,22164E+15;2,10015E+16;8,05052E+15;3,83386E+16;baseline
1,36166E+16;1,57051E+16;1,00327E+15;5,67245E+15;9,86204E+15;3,62445E+15;2,10043E+16;2,85949E+16;1,36198E+16;baseline
1,31442E+16;1,50299E+14;1,0582E+15;4,44794E+14;2,43754E+16;8,75622E+15;2,1004E+16;2,76028E+15;1,31458E+15;baseline
6,26816E+15;6,48994E+16;6,00929E+15;4,80652E+13;2,52293E+15;8,79361E+15;2,10004E+15;1,31631E+16;6,26832E+15;baseline
3,00628E+15;3,25012E+13;2,65846E+16;5,9166E+15;-1,6078E+16;-2,21884E+15;2,1002E+15;6,31319E+15;3,00818E+16;amusement
2,81777E+16;3,00941E+16;2,55699E+15;4,52423E+14;4,58719E+15;1,20816E+16;2,10017E+16;5,91733E+15;2,81784E+16;baseline
6,21811E+16;6,4785E+16;6,02264E+14;4,55856E+15;3,96318E+15;6,76448E+15;2,10004E+16;1,3058E+15;6,21817E+15;baseline
6,15799E+15;6,37703E+16;5,91087E+16;4,66156E+14;3,27467E+15;-4,57912E+15;2,10005E+16;1,29318E+15;6,15867E+15;amusement
3,70853E+16;3,91769E+15;3,40271E+13;5,14984E+14;5,18637E+15;3,56468E+14;2,10016E+15;7,78792E+15;3,70857E+16;baseline
3,0285E+14;3,25012E+13;2,65846E+16;5,9166E+15;-1,03787E+16;-6,38533E+15;2,10019E+15;6,35984E+15;3,02998E+15;amusement
2,18357E+15;2,42119E+16;1,85738E+16;5,63812E+14;-7,1112E+15;4,20491E+15;2,1002E+16;4,5855E+15;2,18397E+15;baseline
2,10113E+14;2,31857E+15;1,82343E+14;4,95148E+14;-9,17932E+15;-3,96172E+15;2,10019E+15;4,41236E+16;2,10158E+16;baseline
1,39096E+16;1,55525E+16;1,06621E+16;4,89044E+14;2,33192E+16;1,01626E+16;2,10058E+16;2,92101E+15;1,39112E+16;amusement
8,61084E+15;9,71527E+14;0;9,71527E+14;1,09544E+15;-7,26085E+15;2,10016E+15;1,80828E+16;8,635E+15;stress
9,63524E+15;1,10893E+16;6,37436E+15;4,71497E+13;2,96755E+16;4,71782E+15;2,10035E+15;2,0234E+16;9,63675E+14;baseline
6,01871E+15;9,04732E+15;4,92287E+15;4,12445E+14;6,92187E+15;1,27347E+16;2,10011E+16;1,26393E+16;6,09262E+15;amusement
1,83367E+16;2,18658E+14;1,41182E+16;7,74765E+15;-1,39115E+15;2,26002E+16;2,10024E+15;3,85071E+15;1,83998E+16;stress
3,92124E+16;4,11034E+16;3,78075E+16;32958984375;-5,32728E+15;7,31294E+15;2,10012E+16;8,2346E+15;3,92154E+16;baseline
1,80775E+16;1,98822E+14;1,55602E+16;4,32205E+15;-1,16184E+16;-1,22185E+16;2,10015E+16;3,79627E+15;1,80859E+15;baseline
3,79101E+15;3,90434E+15;3,62091E+14;2,83432E+15;-1,3935E+15;-4,54092E+15;2,10015E+15;7,96113E+15;3,79106E+16;baseline
1,26648E+16;1,52092E+16;8,70895E+15;6,50024E+12;-1,25734E+16;1,06031E+15;2,10036E+16;2,65961E+16;1,26977E+15;baseline
6,32069E+15;6,52351E+16;5,97839E+13;5,4512E+15;3,09111E+16;1,55186E+16;2,10011E+16;1,32734E+15;6,32075E+15;amusement
3,86033E+16;4,04243E+16;3,57513E+14;4,673E+15;-5,50623E+15;5,14018E+15;2,10013E+16;8,10669E+15;3,86059E+15;baseline
1,65621E+16;1,79138E+13;1,32027E+16;4,71115E+15;2,27806E+15;6,57109E+15;2,10024E+15;3,47805E+16;1,6563E+16;baseline
6,33443E+15;6,52351E+16;5,97839E+13;5,4512E+15;1,61184E+16;7,94762E+14;2,10011E+16;1,33023E+16;6,33448E+15;amusement
9,43608E+15;1,10855E+15;6,05011E+14;5,0354E+12;3,32954E+16;4,82513E+15;2,10039E+15;1,98158E+15;9,43787E+15;amusement
2,39836E+15;2,59819E+16;2,0916E+16;5,06592E+11;-5,93906E+15;3,26635E+16;2,10025E+16;5,03656E+16;2,3986E+15;baseline
1,32691E+16;1,51978E+12;1,0582E+15;4,61578E+14;1,99415E+15;1,25428E+16;2,10041E+16;2,78651E+16;1,32716E+15;baseline
9,67314E+15;1,10607E+16;9,12056E+15;1,94016E+15;2,69679E+16;1,56995E+16;2,10004E+16;2,03136E+16;9,67746E+15;stress
4,77258E+15;5,50842E+13;4,36058E+16;1,14784E+16;1,25161E+16;7,14582E+15;2,10017E+16;1,00224E+16;4,77482E+16;stress
7,31326E+15;8,16689E+15;6,71768E+15;1,4492E+16;2,28133E+15;7,20788E+15;2,10006E+14;1,53578E+16;7,31675E+15;stress
4,2442E+15;4,90761E+16;3,43704E+15;1,47057E+16;-1,00291E+16;-3,62446E+15;2,10016E+15;8,91281E+15;4,25879E+16;stress
3,85688E+15;4,04243E+16;3,58543E+15;4,57001E+14;7,08194E+15;7,25437E+15;2,10013E+16;8,09944E+15;3,85712E+16;baseline
6,42489E+15;9,51767E+15;4,45175E+15;5,06592E+11;2,3964E+15;8,73129E+15;2,10052E+16;1,34923E+15;6,47615E+15;amusement
2,95032E+15;3,25012E+13;2,65846E+16;5,9166E+15;-1,5006E+16;4,93008E+15;2,10022E+14;6,19566E+15;2,95302E+16;amusement
1,66392E+16;1,79405E+16;1,32027E+16;4,73785E+14;5,66956E+15;5,41346E+15;2,10028E+16;3,49423E+15;1,66408E+16;baseline
6,40454E+15;7,45773E+15;5,99709E+15;1,46065E+16;1,42498E+16;1,73207E+16;2,10003E+16;1,34495E+15;6,41483E+15;baseline
1,25948E+16;1,41945E+16;9,30023E+14;4,89426E+15;5,53109E+15;1,38514E+15;2,10055E+16;2,6449E+15;1,2596E+16;baseline
2,80649E+16;2,95563E+14;2,5898E+16;3,65829E+15;6,74488E+15;5,23571E+15;2,10017E+16;5,89363E+15;2,80652E+16;baseline
9,80573E+15;1,11237E+14;7,61795E+15;3,50571E+15;4,86669E+15;1,07645E+16;2,10034E+16;2,0592E+15;9,80671E+15;baseline
6,58623E+15;6,72646E+16;6,27289E+14;4,53568E+15;-8,12282E+14;1,62889E+16;2,10006E+15;1,38311E+16;6,5863E+16;baseline
8,28159E+15;9,7847E+15;6,36292E+13;3,42178E+15;2,16942E+16;1,08953E+16;2,10035E+15;1,73913E+15;8,28338E+15;baseline
2,37752E+16;2,59819E+16;2,0916E+16;5,06592E+11;3,48909E+15;4,0919E+16;2,10026E+16;4,99279E+16;2,37774E+16;baseline
2,8081E+16;3,01819E+13;2,41051E+15;6,07681E+15;-1,78522E+16;-1,14736E+16;2,10016E+16;5,89701E+15;2,80952E+15;amusement
2,76689E+15;3,63503E+15;2,08931E+16;1,54572E+14;-9,49587E+15;1,97036E+16;2,10054E+16;5,81047E+15;2,78601E+15;stress
6,28133E+16;7,14836E+15;5,99709E+15;1,15128E+15;7,58118E+15;2,88178E+16;2,10003E+16;1,31908E+15;6,28412E+16;baseline
1,15458E+16;1,19709E+16;1,12179E+16;7,53021E+14;-8,22305E+15;3,85075E+15;2,10002E+16;2,42463E+15;1,15471E+16;baseline
2,13388E+16;2,31476E+14;1,84364E+16;4,71115E+15;-2,96152E+15;-9,13351E+15;2,10025E+15;4,48115E+16;2,13513E+16;amusement
2,85995E+15;3,03345E+12;2,55699E+15;4,76456E+15;-1,10628E+15;3,67153E+16;2,10017E+14;6,0059E+15;2,86026E+16;baseline
3,66926E+16;3,86353E+12;3,38783E+16;4,75693E+15;-2,52694E+15;-7,38869E+15;2,10013E+16;7,70544E+15;3,66957E+16;stress
9,67764E+15;1,1116E+15;6,37436E+15;4,74167E+15;2,69944E+15;2,77275E+15;2,10034E+16;2,0323E+15;9,67925E+15;baseline
6,70467E+15;9,63974E+15;4,45175E+15;5,18799E+11;-1,30593E+16;3,52945E+16;2,10068E+16;1,40798E+16;6,78302E+15;amusement
1,79322E+16;2,00806E+12;1,42174E+16;5,86319E+15;-1,10271E+16;8,00385E+15;2,10032E+16;3,76576E+15;1,79458E+16;baseline
8,85357E+15;1,03149E+12;6,28662E+11;40283203125;2,08306E+16;6,60855E+15;2,10037E+13;1,85925E+16;8,85532E+15;baseline
9,54125E+15;1,10855E+15;6,05011E+14;5,0354E+12;9,95573E+15;9,34946E+15;2,10034E+16;2,00366E+16;9,54235E+15;amusement
2,80715E+15;2,96974E+16;2,46696E+16;5,02777E+14;1,23887E+16;4,07524E+15;2,10014E+16;5,89502E+15;2,80718E+16;baseline
1,17598E+16;1,22177E+15;1,09997E+16;1,21803E+16;-1,21435E+16;-6,75084E+15;2,10003E+15;2,46956E+16;1,17649E+16;baseline
1,04898E+16;1,47018E+15;6,77109E+15;7,93076E+15;7,27194E+15;1,42782E+16;2,1003E+16;2,20286E+16;1,0559E+16;baseline
2,15491E+16;2,31857E+15;1,85471E+15;4638671875;-6,32829E+14;1,89983E+16;2,10019E+15;4,52531E+14;2,15517E+16;baseline
4,71374E+15;5,50842E+13;4,36058E+16;1,14784E+16;2,7242E+16;9,07979E+15;2,10017E+16;9,89885E+15;4,71605E+15;stress
1,81015E+16;2,08321E+16;1,26801E+14;8,15201E+15;-1,0162E+16;-6,41993E+15;2,10021E+15;3,8013E+15;1,81347E+15;stress
1,88477E+16;2,08473E+16;1,62468E+16;4,60052E+14;2,37414E+16;-9,04186E+15;2,10021E+16;3,95802E+16;1,88586E+16;stress
6,32663E+15;6,55975E+14;6,00929E+15;5,50461E+15;-1,04764E+16;5,23059E+14;2,10004E+16;1,32859E+16;6,32717E+15;baseline
6,22567E+16;6,39458E+15;5,94978E+16;4,44794E+14;1,33432E+16;-1,38862E+16;2,10011E+16;1,30739E+16;6,22581E+15;baseline
4,07936E+16;4,62837E+16;3,73192E+16;8,96454E+14;2,41355E+15;1,12446E+15;2,10011E+16;8,56666E+15;4,08403E+15;stress
4,72977E+15;5,50842E+13;4,15382E+15;1,3546E+16;1,55604E+16;-3,1352E+15;2,10018E+16;9,93251E+15;4,7343E+15;stress
2,34423E+15;2,52075E+12;2,09618E+15;4,24576E+15;6,07824E+15;5,57312E+15;2,10024E+15;4,92287E+15;2,34433E+16;baseline
3,92637E+15;4,27856E+12;3,51982E+16;7,58743E+15;-9,45641E+15;8,79925E+15;2,10015E+16;8,24537E+15;3,9283E+15;stress
6,77066E+15;7,67479E+16;6,00929E+15;1,6655E+15;-1,71719E+16;3,32322E+15;2,10003E+15;1,42184E+15;6,79511E+15;baseline
8,52606E+15;1,01852E+15;6,15311E+15;4,03214E+15;-1,16806E+15;2,74941E+15;2,10038E+16;1,79047E+16;8,52951E+15;baseline
3,51897E+16;3,76282E+13;3,29437E+14;4,68445E+13;-4,91624E+14;4,5775E+14;2,10011E+16;7,38984E+14;3,5192E+16;stress
7,45466E+15;7,78656E+14;7,04041E+13;7,46155E+13;-1,68914E+16;-4,61157E+15;2,10002E+16;1,56548E+16;7,45607E+15;stress
4,16246E+15;4,66194E+16;3,70674E+15;9,552E+12;1,02797E+16;7,22952E+15;2,10017E+16;8,74116E+15;4,16488E+15;stress
3,86154E+16;3,97301E+16;3,65295E+13;3,20053E+15;-4,37754E+15;-1,12256E+15;2,10015E+16;8,10924E+15;3,8616E+15;baseline
1,38376E+15;1,53542E+16;1,06621E+16;4,69208E+14;4,40791E+15;1,35257E+16;2,10058E+15;2,90589E+16;1,38387E+16;amusement
7,58055E+15;8,16689E+15;7,00607E+15;1,16081E+16;-1,38321E+16;-1,73426E+16;2,10006E+15;1,59192E+16;7,5842E+15;stress
1,08018E+16;1,52092E+16;6,77109E+15;8,43811E+13;-1,85403E+15;1,13456E+16;2,1003E+12;2,26838E+16;1,09043E+16;baseline
8,20944E+15;9,71527E+14;7,23534E+16;2,47993E+16;-9,56941E+15;5,70408E+15;2,10003E+15;1,72398E+15;8,24152E+15;stress
1,65629E+16;1,79138E+13;1,32027E+16;4,71115E+15;2,99634E+16;6,41096E+15;2,10024E+16;3,4782E+16;1,65638E+16;baseline
5,53898E+15;5,80788E+15;5,33791E+15;4,69971E+11;1,37058E+16;3,36802E+16;2,10004E+16;1,16319E+16;5,5391E+15;baseline
1,16829E+16;1,22177E+15;1,09997E+16;1,21803E+16;-1,70287E+16;-2,58055E+15;2,10003E+15;2,45341E+15;1,16891E+16;baseline
1,94329E+16;2,04334E+16;1,81202E+16;2,31323E+12;-9,30687E+15;-5,1902E+15;2,10012E+16;4,08092E+15;1,94409E+15;stress
1,09433E+14;1,19156E+15;9,82018E+15;2,09541E+16;-1,56272E+16;-5,03747E+15;2,10002E+15;2,2981E+14;1,09583E+16;stress
1,91825E+16;2,25792E+15;1,23634E+16;1,02158E+15;-4,01191E+15;-1,22537E+14;2,10025E+16;4,02832E+15;1,92554E+15;stress
2,86933E+15;3,19786E+15;2,65846E+16;5,39398E+14;4,92575E+16;2,27498E+14;2,10023E+15;6,02559E+15;2,87019E+16;amusement
1,38178E+16;1,57738E+16;1,06621E+16;5,11169E+13;4,81145E+15;1,38316E+16;2,10058E+16;2,90174E+16;1,38189E+15;amusement
3,70924E+16;3,91769E+15;3,50151E+16;4,16183E+15;3,96068E+15;4,23688E+15;2,10017E+16;7,7894E+15;3,70927E+16;baseline
2,77212E+16;3,00026E+16;2,41051E+15;5,89752E+14;-1,5613E+16;3,29397E+15;2,10016E+16;5,82146E+15;2,77361E+16;amusement
7,61623E+15;8,16689E+15;71044921875;1,06239E+16;-8,72042E+15;-3,53039E+15;2,10007E+14;1,59941E+16;7,61904E+15;stress
1,28663E+16;1,43356E+15;9,12094E+15;5,21469E+15;5,77523E+15;1,36915E+16;2,10044E+16;2,70193E+15;1,28675E+16;baseline
1,37797E+15;1,57738E+16;1,12762E+14;4,49753E+15;4,06389E+15;1,41457E+16;2,10059E+15;2,89373E+16;1,37808E+16;amusement
5,52125E+15;5,62019E+16;5,32722E+16;29296875;8,71293E+15;-6,77217E+15;2,10005E+15;1,15946E+16;5,52128E+15;baseline
3,9518E+15;5,04036E+16;3,16772E+12;1,87263E+16;-1,25306E+16;2,83743E+15;2,10029E+14;8,29878E+15;3,97775E+15;stress
3,44994E+16;3,70941E+14;3,1002E+15;6,09207E+15;3,02902E+16;6,5374E+15;2,10011E+16;7,24487E+15;3,45013E+16;stress
7,17017E+15;7,64503E+16;6,62155E+15;1,02348E+16;-8,35129E+15;3,07907E+15;2,10006E+15;1,50574E+16;7,17236E+15;stress
4,6463E+15;5,18303E+15;4,20418E+16;9,78851E+14;3,9448E+15;3,48721E+15;2,10018E+16;9,75722E+15;4,64834E+15;stress
8,27028E+15;8,51173E+15;7,91473E+14;5,97E+15;-4,89206E+15;7,07141E+15;2,10002E+16;1,73676E+16;8,27047E+15;amusement
3,89616E+16;4,24194E+12;3,4481E+15;7,93839E+15;-1,19703E+13;-1,95664E+15;2,10012E+16;8,18193E+15;3,89837E+16;stress
1,25795E+16;1,52817E+15;927734375;6,00433E+14;-1,0309E+15;4,40158E+15;2,10054E+16;2,64169E+15;1,26057E+15;baseline
6,22859E+15;6,39458E+15;5,94978E+16;4,44794E+14;2,11097E+15;-1,52711E+16;2,10011E+16;1,308E+16;6,22872E+15;baseline
3,12332E+16;3,37219E+13;2,87895E+16;4,9324E+15;-1,09134E+16;1,00708E+15;2,10014E+14;6,55898E+15;3,12447E+15;amusement
1,51161E+16;1,828E+13;1,1898E+16;6,38199E+15;-1,0088E+15;2,56028E+15;2,10068E+16;3,17439E+15;1,5163E+16;baseline
6,10793E+15;6,27594E+14;5,78995E+15;4,85992E+14;4,20095E+15;-6,6306E+15;2,10013E+15;1,28267E+16;6,10799E+16;baseline
3,43407E+16;3,70941E+14;3,1002E+15;6,09207E+15;2,29023E+16;6,135E+15;2,10011E+15;7,21154E+15;3,43431E+16;stress
1,16583E+16;1,38664E+16;9,13239E+14;4,73404E+15;-4,90286E+15;1,21811E+16;2,10041E+15;2,44825E+15;1,16669E+16;baseline
5,30972E+16;5,41573E+16;5,07889E+15;3,36838E+15;2,89864E+16;-6,45905E+15;2,10008E+16;1,11504E+16;5,30974E+15;baseline
2,33765E+15;2,49329E+13;2,19917E+16;2,94113E+15;2,66731E+15;5,23978E+15;2,10025E+15;4,90906E+15;2,33774E+16;baseline
6,97397E+16;7,3452E+16;6,62155E+15;7,23648E+15;-1,0955E+16;5,01698E+15;2,10006E+16;1,46453E+15;6,97544E+15;stress
7,11475E+15;7,82623E+14;6,14433E+15;1,6819E+16;-1,23009E+16;-7,25572E+15;2,10003E+16;1,4941E+15;7,13521E+15;baseline
1,27619E+16;1,43356E+15;9,12094E+15;5,21469E+15;3,80643E+16;8,8497E+15;2,10057E+16;2,67999E+16;1,27634E+16;baseline
6,21221E+15;6,4785E+16;5,99709E+15;4,81415E+14;3,57099E+16;9,66292E+15;2,10004E+16;1,30457E+16;6,21228E+15;baseline
2,79942E+15;2,95982E+15;2,5898E+16;3,70026E+14;8,60149E+15;8,72903E+15;2,10019E+16;5,87877E+15;2,79944E+16;baseline
